time,v_c(20),v_c(50),v_c(80),v_c(100),G_i(20),G_i(50),G_i(80),G_i(100),Na_i(20),Na_i(50),Na_i(80),Na_i(100),Cl_i(20),Cl_i(50),Cl_i(80),Cl_i(100),J_W_A(20),J_W_A(50),J_W_A(80),J_W_A(100),Cl_i(20)-A,Cl_i(50)-A,Cl_i(80)-A,Cl_i(100)-A,Na_i(20)-A,Na_i(50)-A,Na_i(80)-A,Na_i(100)-A,G_i(20)-A,G_i(50)-A,G_i(80)-A,G_i(100)-A,v_c(20)-A,v_c(50)-A,v_c(80)-A,v_c(100)-A,J_W_A(20)-A,J_W_A(50)-A,J_W_A(80)-A,J_W_A(100)-A
7375,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7643,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3022,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7376,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7643,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3022,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7377,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7643,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3022,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7378,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3022,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7379,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3022,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7380,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3022,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7381,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3022,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7382,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3022,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7383,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7384,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7385,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7386,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7387,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7388,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7389,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7390,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7391,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7392,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7393,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7394,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7395,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7396,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.8209,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7397,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7398,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7399,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7400,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7401,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7402,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7403,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7404,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3114,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7405,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7406,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7407,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7408,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7409,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3686,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7410,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7411,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7412,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7413,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7414,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7415,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7416,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7417,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7418,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7419,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7420,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7421,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7422,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7423,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7424,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7425,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7426,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7427,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0594,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7428,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0595,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7429,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0595,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7430,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0595,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7431,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3021,57.3113,54.703,53.234,52.821,54.0595,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
7432,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.0496,41.1937,45.9219,51.3687,49.4482,48.7642,48.6201,61.5055,61.3399,59.8322,58.6467,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.302,57.3113,54.703,53.234,52.821,54.0595,55.0103,55.5894,12.8395,15.1933,16.9655,18.1096,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
