time,v_c(130),v_c(100),v_c(70),v_c(40),G_i(130),G_i(100),G_i(70),G_i(40),Na_i(130),Na_i(100),Na_i(70),Na_i(40),Cl_i(130),Cl_i(100),Cl_i(70),Cl_i(40),J_W_A(130),J_W_A(100),J_W_A(70),J_W_A(40),Cl_i(130)-A,Cl_i(100)-A,Cl_i(70)-A,Cl_i(40)-A,Na_i(130)-A,Na_i(100)-A,Na_i(70)-A,Na_i(40)-A,G_i(130)-A,G_i(100)-A,G_i(70)-A,G_i(40)-A,v_c(130)-A,v_c(100)-A,v_c(70)-A,v_c(40)-A,J_W_A(130)-A,J_W_A(100)-A,J_W_A(70)-A,J_W_A(40)-A
9201,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9202,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9203,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9204,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9205,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9206,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9207,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9208,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9209,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9210,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9211,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9212,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9213,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9214,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9215,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9216,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.9029,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9217,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9218,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2244,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9219,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9220,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9221,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9222,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9223,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9224,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0014,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9225,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9226,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9227,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9228,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9229,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2136,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9230,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9231,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9232,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9233,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9234,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9235,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9236,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9592,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9237,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3417,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9238,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9239,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9240,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9241,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8953,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9242,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9243,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9244,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9245,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9246,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9247,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9248,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9249,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9250,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9251,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9252,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9253,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9254,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9255,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
9256,2.20E-15,2.79E-15,3.58E-15,4.44E-15,3.7256,3.50354,3.28701,3.10439,45.9292,37.3813,28.3416,18.5434,56.0381,50.2274,41.903,29.2717,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.9593,50.8954,42.2245,29.3407,45.0778,37.0013,28.2135,18.5156,7.26545,5.6857,4.38837,3.46496,2.27E-15,2.86E-15,3.63E-15,4.46E-15,-4.37E-07,-9.60E-07,-1.54E-06,-2.14E-06
